"","x","y","elevation","forest","water"
"12484",1033942,177276,568,67,0
"12485",1033942,178276,733,78,0
"12486",1033942,179276,928,59,0
"12487",1033942,180276,1049,75,0
"12488",1033942,181276,711,75,0
"12489",1033942,182276,869,97,0
"12490",1033942,183276,1021,75,0
"12491",1033942,184276,1086,34,0
"12492",1033942,185276,977,71,0
"12493",1033942,186276,1058,52,0
"12494",1033942,187276,813,57,0
"12495",1033942,188276,945,63,0
"12496",1033942,189276,843,42,0
"12497",1033942,190276,736,76,0
"12498",1033942,191276,566,68,0
"12499",1033942,192276,560,52,0
"12500",1033942,193276,552,63,0
"12501",1033942,194276,451,13,0
"12502",1033942,195276,418,17,0
"12503",1033942,196276,430,14,0
"12504",1033942,197276,419,0,0
"12505",1033942,198276,421,26,0
"12506",1033942,199276,365,57,3
"12507",1033942,200276,436,31,0
"12508",1033942,201276,577,78,0
"12509",1033942,202276,558,97,0
"12510",1033942,203276,362,16,0
"12511",1033942,204276,328,1,0
"12512",1033942,205276,316,0,0
"12513",1033942,206276,303,0,0
"12514",1033942,207276,320,0,0
"12515",1033942,208276,353,0,0
"12516",1033942,209276,343,24,0
"12517",1033942,210276,323,33,1
"12518",1033942,211276,279,5,0
"12519",1033942,212276,278,0,0
"12520",1033942,213276,275,0,0
"12521",1033942,214276,272,0,0
"12522",1034942,37276,3475,0,0
"12523",1034942,38276,3405,0,0
"12524",1034942,39276,3367,0,0
"12525",1034942,40276,3238,0,0
"12526",1034942,41276,2912,0,0
"12527",1034942,42276,2638,0,0
"12528",1034942,43276,2378,0,0
"12529",1034942,44276,2102,2,4
"12530",1034942,45276,2201,6,0
"12531",1034942,46276,2503,0,0
"12532",1034942,47276,2703,0,0
"12533",1034942,48276,2566,0,0
"12534",1034942,49276,2743,0,0
"12535",1034942,50276,2881,0,0
"12536",1034942,51276,2700,0,0
"12537",1034942,52276,2534,0,1
"12538",1034942,53276,2420,0,12
"12539",1034942,54276,2497,0,1
"12540",1034942,55276,2535,0,0
"12541",1034942,56276,2210,2,0
"12542",1034942,57276,1937,43,1
"12543",1034942,58276,1965,68,0
"12544",1034942,59276,2056,26,1
"12545",1034942,60276,2205,14,0
"12546",1034942,61276,2112,39,0
"12547",1034942,62276,1929,59,0
"12548",1034942,63276,1677,69,0
"12549",1034942,64276,1499,79,0
"12550",1034942,65276,1441,76,0
"12551",1034942,66276,1290,94,0
"12552",1034942,67276,982,95,0
"12553",1034942,68276,944,63,1
"12554",1034942,69276,1261,94,0
"12555",1034942,70276,1074,88,0
"12556",1034942,71276,580,46,5
"12557",1034942,72276,551,28,11
"12558",1034942,73276,600,8,0
"12559",1034942,74276,753,29,1
"12560",1034942,75276,1090,54,1
"12561",1034942,76276,1434,86,0
"12562",1034942,77276,1883,64,1
"12563",1034942,78276,2242,3,0
"12564",1034942,79276,2526,0,1
"12565",1034942,80276,2684,0,0
"12566",1034942,81276,2931,0,0
"12567",1034942,82276,2906,0,0
"12568",1034942,83276,2663,0,1
"12569",1034942,84276,2778,0,0
"12570",1034942,85276,2923,0,0
"12571",1034942,86276,2338,0,0
"12572",1034942,87276,2015,0,6
"12573",1034942,88276,1961,0,4
"12574",1034942,89276,1834,9,2
"12575",1034942,90276,1450,36,0
"12576",1034942,91276,1412,22,1
"12577",1034942,92276,1342,2,0
"12578",1034942,93276,1284,8,4
"12579",1034942,94276,1393,29,1
"12580",1034942,95276,1604,42,0
"12581",1034942,96276,1426,40,6
"12582",1034942,97276,1565,36,2
"12583",1034942,98276,1713,12,4
"12584",1034942,99276,2016,0,0
"12585",1034942,100276,2321,0,0
"12586",1034942,101276,1810,0,0
"12587",1034942,102276,1611,13,1
"12588",1034942,103276,1563,38,0
"12589",1034942,104276,1606,42,0
"12590",1034942,105276,1419,24,0
"12591",1034942,106276,1245,34,0
"12592",1034942,107276,1152,12,1
"12593",1034942,108276,1020,42,0
"12594",1034942,109276,901,66,1
"12595",1034942,110276,884,68,1
"12596",1034942,111276,902,11,1
"12597",1034942,112276,723,20,4
"12598",1034942,113276,878,33,0
"12599",1034942,114276,1344,34,0
"12600",1034942,115276,1693,19,0
"12601",1034942,116276,1496,17,0
"12602",1034942,117276,1110,87,1
"12603",1034942,118276,689,22,0
"12604",1034942,119276,690,0,0
"12605",1034942,120276,659,3,10
"12606",1034942,121276,645,1,4
"12607",1034942,122276,639,3,0
"12608",1034942,123276,634,6,1
"12609",1034942,124276,631,5,0
"12610",1034942,125276,600,1,0
"12611",1034942,126276,580,12,0
"12612",1034942,127276,568,20,0
"12613",1034942,128276,577,17,0
"12614",1034942,129276,586,53,2
"12615",1034942,130276,588,8,1
"12616",1034942,131276,544,28,6
"12617",1034942,132276,531,8,7
"12618",1034942,133276,529,17,4
"12619",1034942,134276,526,3,0
"12620",1034942,135276,526,0,1
"12621",1034942,136276,536,0,0
"12622",1034942,137276,558,6,0
"12623",1034942,138276,583,54,0
"12624",1034942,139276,586,5,0
"12625",1034942,140276,596,23,0
"12626",1034942,141276,615,11,0
"12627",1034942,142276,588,4,0
"12628",1034942,143276,614,24,0
"12629",1034942,144276,625,13,0
"12630",1034942,145276,673,18,0
"12631",1034942,146276,726,3,0
"12632",1034942,147276,774,23,0
"12633",1034942,148276,763,65,0
"12634",1034942,149276,715,81,0
"12635",1034942,150276,632,43,1
"12636",1034942,151276,590,4,1
"12637",1034942,152276,615,22,0
"12638",1034942,153276,578,27,0
"12639",1034942,154276,595,71,0
"12640",1034942,155276,536,23,0
"12641",1034942,156276,528,36,0
"12642",1034942,157276,522,76,0
"12643",1034942,158276,508,71,0
"12644",1034942,159276,504,36,0
"12645",1034942,160276,501,3,1
"12646",1034942,161276,496,3,3
"12647",1034942,162276,490,0,0
"12648",1034942,163276,485,0,0
"12649",1034942,164276,478,0,0
"12650",1034942,165276,474,0,0
"12651",1034942,166276,468,1,0
"12652",1034942,167276,463,61,0
"12653",1034942,168276,455,71,0
"12654",1034942,169276,453,11,4
"12655",1034942,170276,448,0,3
"12656",1034942,171276,458,0,0
"12657",1034942,172276,466,8,0
"12658",1034942,173276,432,0,0
"12659",1034942,174276,431,5,10
"12660",1034942,175276,466,64,0
"12661",1034942,176276,511,11,0
"12662",1034942,177276,560,78,0
"12663",1034942,178276,601,4,0
"12664",1034942,179276,752,55,0
"12665",1034942,180276,1081,66,0
"12666",1034942,181276,756,91,0
"12667",1034942,182276,693,80,2
"12668",1034942,183276,1040,41,0
"12669",1034942,184276,1119,33,0
"12670",1034942,185276,1095,46,0
"12671",1034942,186276,1124,45,0
"12672",1034942,187276,887,44,0
"12673",1034942,188276,921,42,0
"12674",1034942,189276,815,64,0
"12675",1034942,190276,620,47,0
"12676",1034942,191276,655,86,0
"12677",1034942,192276,691,41,0
"12678",1034942,193276,646,90,0
"12679",1034942,194276,493,37,0
"12680",1034942,195276,503,26,0
"12681",1034942,196276,472,79,0
"12682",1034942,197276,430,70,0
"12683",1034942,198276,421,90,0
"12684",1034942,199276,390,60,6
"12685",1034942,200276,497,37,0
"12686",1034942,201276,556,56,0
"12687",1034942,202276,417,69,0
"12688",1034942,203276,351,12,0
"12689",1034942,204276,337,6,0
"12690",1034942,205276,336,6,0
"12691",1034942,206276,331,31,0
"12692",1034942,207276,315,22,1
"12693",1034942,208276,314,2,2
"12694",1034942,209276,336,5,0
"12695",1034942,210276,318,0,0
"12696",1034942,211276,278,0,0
"12697",1034942,212276,277,0,0
"12698",1034942,213276,274,0,0
"12699",1034942,214276,265,0,0
"12700",1035942,37276,3600,0,0
"12701",1035942,38276,3592,0,0
"12702",1035942,39276,3361,0,0
"12703",1035942,40276,3116,0,0
"12704",1035942,41276,2750,0,0
"12705",1035942,42276,2559,0,0
"12706",1035942,43276,2447,0,0
"12707",1035942,44276,2626,0,0
"12708",1035942,45276,2812,0,0
"12709",1035942,46276,2924,0,0
"12710",1035942,47276,3168,0,0
"12711",1035942,48276,3033,0,0
"12712",1035942,49276,2862,0,0
"12713",1035942,50276,2594,0,2
"12714",1035942,51276,2417,0,4
"12715",1035942,52276,2383,0,27
"12716",1035942,53276,2285,0,55
"12717",1035942,54276,2254,1,43
"12718",1035942,55276,2211,0,1
"12719",1035942,56276,2256,2,0
"12720",1035942,57276,1994,25,0
"12721",1035942,58276,1688,57,0
"12722",1035942,59276,1673,36,1
"12723",1035942,60276,1777,59,0
"12724",1035942,61276,1666,66,0
"12725",1035942,62276,1508,67,0
"12726",1035942,63276,1279,66,1
"12727",1035942,64276,1121,89,1
"12728",1035942,65276,1022,82,1
"12729",1035942,66276,987,74,1
"12730",1035942,67276,1105,85,0
"12731",1035942,68276,1242,74,0
"12732",1035942,69276,1567,73,0
"12733",1035942,70276,1377,99,0
"12734",1035942,71276,780,80,0
"12735",1035942,72276,555,64,9
"12736",1035942,73276,582,8,8
"12737",1035942,74276,656,8,0
"12738",1035942,75276,1064,47,0
"12739",1035942,76276,1538,82,0
"12740",1035942,77276,2098,26,0
"12741",1035942,78276,2361,0,1
"12742",1035942,79276,2582,0,0
"12743",1035942,80276,2739,0,0
"12744",1035942,81276,2844,0,2
"12745",1035942,82276,2741,0,0
"12746",1035942,83276,2460,0,0
"12747",1035942,84276,2688,0,0
"12748",1035942,85276,2894,0,0
"12749",1035942,86276,2419,0,0
"12750",1035942,87276,2194,0,2
"12751",1035942,88276,2091,0,3
"12752",1035942,89276,2026,0,0
"12753",1035942,90276,1895,23,1
"12754",1035942,91276,1715,45,1
"12755",1035942,92276,1596,42,0
"12756",1035942,93276,1377,24,1
"12757",1035942,94276,1227,29,3
"12758",1035942,95276,1299,11,3
"12759",1035942,96276,1308,41,2
"12760",1035942,97276,1344,43,1
"12761",1035942,98276,1552,20,0
"12762",1035942,99276,1656,11,0
"12763",1035942,100276,1850,5,0
"12764",1035942,101276,2026,0,0
"12765",1035942,102276,2141,0,0
"12766",1035942,103276,2144,0,0
"12767",1035942,104276,2027,0,0
"12768",1035942,105276,1749,17,0
"12769",1035942,106276,1639,23,0
"12770",1035942,107276,1414,22,0
"12771",1035942,108276,1256,24,0
"12772",1035942,109276,1092,15,0
"12773",1035942,110276,941,16,0
"12774",1035942,111276,786,38,1
"12775",1035942,112276,694,11,3
"12776",1035942,113276,811,38,0
"12777",1035942,114276,1256,45,0
"12778",1035942,115276,1526,12,0
"12779",1035942,116276,1287,52,0
"12780",1035942,117276,829,86,0
"12781",1035942,118276,650,4,1
"12782",1035942,119276,657,6,25
"12783",1035942,120276,642,0,10
"12784",1035942,121276,632,17,0
"12785",1035942,122276,604,10,0
"12786",1035942,123276,579,15,1
"12787",1035942,124276,572,1,0
"12788",1035942,125276,555,0,0
"12789",1035942,126276,550,0,0
"12790",1035942,127276,547,7,2
"12791",1035942,128276,542,27,7
"12792",1035942,129276,540,25,4
"12793",1035942,130276,538,12,5
"12794",1035942,131276,535,5,0
"12795",1035942,132276,533,0,0
"12796",1035942,133276,539,0,1
"12797",1035942,134276,556,0,0
"12798",1035942,135276,578,21,0
"12799",1035942,136276,590,0,0
"12800",1035942,137276,614,20,0
"12801",1035942,138276,623,15,0
"12802",1035942,139276,621,0,0
"12803",1035942,140276,625,12,0
"12804",1035942,141276,612,2,0
"12805",1035942,142276,634,1,0
"12806",1035942,143276,717,26,0
"12807",1035942,144276,775,1,0
"12808",1035942,145276,765,27,1
"12809",1035942,146276,764,9,0
"12810",1035942,147276,827,6,0
"12811",1035942,148276,849,66,0
"12812",1035942,149276,794,60,0
"12813",1035942,150276,702,66,0
"12814",1035942,151276,654,43,0
"12815",1035942,152276,657,48,0
"12816",1035942,153276,614,69,0
"12817",1035942,154276,580,54,0
"12818",1035942,155276,556,35,0
"12819",1035942,156276,532,12,0
"12820",1035942,157276,520,8,0
"12821",1035942,158276,513,0,1
"12822",1035942,159276,509,0,1
"12823",1035942,160276,505,2,3
"12824",1035942,161276,498,0,0
"12825",1035942,162276,493,10,0
"12826",1035942,163276,489,41,0
"12827",1035942,164276,483,47,0
"12828",1035942,165276,475,40,0
"12829",1035942,166276,470,85,0
"12830",1035942,167276,464,62,0
"12831",1035942,168276,458,3,0
"12832",1035942,169276,452,6,1
"12833",1035942,170276,447,2,0
"12834",1035942,171276,444,17,7
"12835",1035942,172276,439,39,6
"12836",1035942,173276,433,31,3
"12837",1035942,174276,429,17,8
"12838",1035942,175276,434,21,13
"12839",1035942,176276,490,44,0
"12840",1035942,177276,520,28,0
"12841",1035942,178276,554,1,0
"12842",1035942,179276,661,6,0
"12843",1035942,180276,1008,52,0
"12844",1035942,181276,963,96,0
"12845",1035942,182276,605,68,0
"12846",1035942,183276,818,51,0
"12847",1035942,184276,905,77,0
"12848",1035942,185276,1075,45,0
"12849",1035942,186276,1172,19,0
"12850",1035942,187276,1015,48,0
"12851",1035942,188276,1093,57,0
"12852",1035942,189276,841,88,0
"12853",1035942,190276,586,35,0
"12854",1035942,191276,634,42,0
"12855",1035942,192276,831,47,0
"12856",1035942,193276,706,52,0
"12857",1035942,194276,576,23,0
"12858",1035942,195276,553,55,0
"12859",1035942,196276,536,84,0
"12860",1035942,197276,527,40,0
"12861",1035942,198276,496,62,0
"12862",1035942,199276,391,55,4
"12863",1035942,200276,585,86,0
"12864",1035942,201276,487,48,0
"12865",1035942,202276,364,30,0
"12866",1035942,203276,325,5,0
"12867",1035942,204276,329,22,0
"12868",1035942,205276,333,29,1
"12869",1035942,206276,374,71,0
"12870",1035942,207276,360,25,0
"12871",1035942,208276,336,28,0
"12872",1035942,209276,320,12,0
"12873",1035942,210276,295,2,0
"12874",1035942,211276,279,0,0
"12875",1035942,212276,275,0,0
"12876",1035942,213276,259,0,5
"12877",1035942,214276,259,0,2
"12878",1036942,36276,3484,0,0
"12879",1036942,37276,3551,0,0
"12880",1036942,38276,3456,0,0
"12881",1036942,39276,3350,0,0
"12882",1036942,40276,3285,0,0
"12883",1036942,41276,3059,0,0
"12884",1036942,42276,2939,0,0
"12885",1036942,43276,2920,0,0
"12886",1036942,44276,2957,0,0
"12887",1036942,45276,3078,0,0
"12888",1036942,46276,3342,0,0
"12889",1036942,47276,3353,0,0
"12890",1036942,48276,2807,0,0
"12891",1036942,49276,2677,0,0
"12892",1036942,50276,2509,0,8
"12893",1036942,51276,2603,0,1
"12894",1036942,52276,2836,0,0
"12895",1036942,53276,2878,0,0
"12896",1036942,54276,2751,0,0
"12897",1036942,55276,2750,0,0
"12898",1036942,56276,2636,0,0
"12899",1036942,57276,2319,11,0
"12900",1036942,58276,1854,87,0
"12901",1036942,59276,1428,47,0
"12902",1036942,60276,1350,22,0
"12903",1036942,61276,1338,35,1
"12904",1036942,62276,1193,30,0
"12905",1036942,63276,1272,36,1
"12906",1036942,64276,1432,64,0
"12907",1036942,65276,1553,87,0
"12908",1036942,66276,1488,69,0
"12909",1036942,67276,1746,71,0
"12910",1036942,68276,1697,90,2
"12911",1036942,69276,1746,66,0
"12912",1036942,70276,1699,72,0
"12913",1036942,71276,950,87,0
"12914",1036942,72276,554,68,2
"12915",1036942,73276,558,49,15
"12916",1036942,74276,740,15,0
"12917",1036942,75276,1059,89,0
"12918",1036942,76276,1521,72,0
"12919",1036942,77276,2056,8,0
"12920",1036942,78276,2324,0,0
"12921",1036942,79276,2486,0,0
"12922",1036942,80276,2505,0,1
"12923",1036942,81276,2744,0,0
"12924",1036942,82276,2636,0,0
"12925",1036942,83276,2342,0,9
"12926",1036942,84276,2549,0,3
"12927",1036942,85276,2798,0,0
"12928",1036942,86276,2706,0,0
"12929",1036942,87276,2450,0,1
"12930",1036942,88276,2386,0,1
"12931",1036942,89276,2258,0,0
"12932",1036942,90276,2441,0,0
"12933",1036942,91276,2285,0,0
"12934",1036942,92276,1654,29,3
"12935",1036942,93276,1437,30,1
"12936",1036942,94276,1490,27,0
"12937",1036942,95276,1310,17,1
"12938",1036942,96276,1203,24,3
"12939",1036942,97276,1140,38,5
"12940",1036942,98276,1233,36,1
"12941",1036942,99276,1353,39,0
"12942",1036942,100276,1420,17,1
"12943",1036942,101276,1661,17,2
"12944",1036942,102276,1840,4,0
"12945",1036942,103276,2150,0,0
"12946",1036942,104276,2052,0,1
"12947",1036942,105276,2056,0,1
"12948",1036942,106276,1951,2,0
"12949",1036942,107276,1616,32,1
"12950",1036942,108276,1524,20,0
"12951",1036942,109276,1382,19,0
"12952",1036942,110276,1202,23,0
"12953",1036942,111276,925,9,0
"12954",1036942,112276,725,22,2
"12955",1036942,113276,682,29,2
"12956",1036942,114276,1397,35,0
"12957",1036942,115276,1343,29,0
"12958",1036942,116276,1284,80,0
"12959",1036942,117276,634,69,0
"12960",1036942,118276,712,36,0
"12961",1036942,119276,650,0,0
"12962",1036942,120276,622,33,0
"12963",1036942,121276,578,47,0
"12964",1036942,122276,575,8,0
"12965",1036942,123276,566,27,0
"12966",1036942,124276,560,6,0
"12967",1036942,125276,555,0,0
"12968",1036942,126276,550,9,1
"12969",1036942,127276,547,50,7
"12970",1036942,128276,571,28,0
"12971",1036942,129276,556,35,0
"12972",1036942,130276,554,1,0
"12973",1036942,131276,569,43,1
"12974",1036942,132276,585,35,0
"12975",1036942,133276,619,25,1
"12976",1036942,134276,641,36,0
"12977",1036942,135276,650,30,0
"12978",1036942,136276,619,0,0
"12979",1036942,137276,687,30,0
"12980",1036942,138276,733,6,0
"12981",1036942,139276,713,13,0
"12982",1036942,140276,655,28,0
"12983",1036942,141276,659,11,0
"12984",1036942,142276,678,41,0
"12985",1036942,143276,787,39,0
"12986",1036942,144276,809,25,0
"12987",1036942,145276,821,22,0
"12988",1036942,146276,833,24,0
"12989",1036942,147276,835,7,0
"12990",1036942,148276,876,59,0
"12991",1036942,149276,817,51,0
"12992",1036942,150276,744,45,1
"12993",1036942,151276,750,16,0
"12994",1036942,152276,697,56,0
"12995",1036942,153276,703,45,0
"12996",1036942,154276,607,69,1
"12997",1036942,155276,602,73,0
"12998",1036942,156276,551,15,0
"12999",1036942,157276,527,60,0
"13000",1036942,158276,515,11,7
"13001",1036942,159276,515,11,6
"13002",1036942,160276,503,0,0
"13003",1036942,161276,499,0,0
"13004",1036942,162276,494,4,0
"13005",1036942,163276,487,26,0
"13006",1036942,164276,481,35,0
"13007",1036942,165276,477,20,1
"13008",1036942,166276,470,54,1
"13009",1036942,167276,450,65,0
"13010",1036942,168276,459,1,0
"13011",1036942,169276,455,2,0
"13012",1036942,170276,449,55,0
"13013",1036942,171276,443,5,0
"13014",1036942,172276,438,0,0
"13015",1036942,173276,435,20,0
"13016",1036942,174276,430,12,0
"13017",1036942,175276,427,10,9
"13018",1036942,176276,463,36,4
"13019",1036942,177276,491,35,1
"13020",1036942,178276,554,13,0
"13021",1036942,179276,659,49,0
"13022",1036942,180276,838,67,0
"13023",1036942,181276,975,28,0
"13024",1036942,182276,718,87,0
"13025",1036942,183276,550,23,0
"13026",1036942,184276,706,25,0
"13027",1036942,185276,843,70,0
"13028",1036942,186276,1100,47,0
"13029",1036942,187276,940,49,0
"13030",1036942,188276,1076,35,0
"13031",1036942,189276,899,74,0
"13032",1036942,190276,627,55,0
"13033",1036942,191276,750,45,1
"13034",1036942,192276,758,74,0
"13035",1036942,193276,624,22,0
"13036",1036942,194276,599,30,0
"13037",1036942,195276,580,79,0
"13038",1036942,196276,579,64,0
"13039",1036942,197276,635,56,0
"13040",1036942,198276,568,75,0
"13041",1036942,199276,350,19,5
"13042",1036942,200276,441,72,0
"13043",1036942,201276,401,12,0
"13044",1036942,202276,321,0,0
"13045",1036942,203276,312,0,0
"13046",1036942,204276,308,3,0
"13047",1036942,205276,304,1,0
"13048",1036942,206276,329,51,0
"13049",1036942,207276,355,35,0
"13050",1036942,208276,356,4,0
"13051",1036942,209276,349,1,0
"13052",1036942,210276,291,4,0
"13053",1036942,211276,277,0,0
"13054",1036942,212276,262,0,20
"13055",1036942,213276,254,0,19
"13056",1036942,214276,252,0,18
"13057",1036942,215276,250,0,21
"13058",1036942,216276,248,0,1
"13059",1037942,36276,3488,0,0
"13060",1037942,37276,3029,0,0
"13061",1037942,38276,3110,0,0
"13062",1037942,39276,3381,0,0
"13063",1037942,40276,3406,0,0
"13064",1037942,41276,3434,0,0
"13065",1037942,42276,3400,0,0
"13066",1037942,43276,3388,0,0
"13067",1037942,44276,3345,0,0
"13068",1037942,45276,3498,0,0
"13069",1037942,46276,3551,0,0
"13070",1037942,47276,3250,0,0
"13071",1037942,48276,3002,0,0
"13072",1037942,49276,2855,0,0
"13073",1037942,50276,2917,0,0
"13074",1037942,51276,2928,1,0
"13075",1037942,52276,3119,0,0
"13076",1037942,53276,2775,0,0
"13077",1037942,54276,2531,0,0
"13078",1037942,55276,2513,0,0
"13079",1037942,56276,2326,14,0
"13080",1037942,57276,1981,64,0
"13081",1037942,58276,1559,74,0
"13082",1037942,59276,1418,34,0
"13083",1037942,60276,1601,36,0
"13084",1037942,61276,1610,63,0
"13085",1037942,62276,1634,75,0
"13086",1037942,63276,1625,34,0
"13087",1037942,64276,1872,75,0
"13088",1037942,65276,2044,71,0
"13089",1037942,66276,1906,75,1
"13090",1037942,67276,2083,27,0
"13091",1037942,68276,2194,30,0
"13092",1037942,69276,1907,43,0
"13093",1037942,70276,1796,29,0
"13094",1037942,71276,1189,68,0
"13095",1037942,72276,588,48,0
"13096",1037942,73276,567,48,8
"13097",1037942,74276,714,25,6
"13098",1037942,75276,1113,85,0
"13099",1037942,76276,1542,68,0
"13100",1037942,77276,1830,22,0
"13101",1037942,78276,1601,38,2
"13102",1037942,79276,1654,21,2
"13103",1037942,80276,1982,4,0
"13104",1037942,81276,2543,0,0
"13105",1037942,82276,2734,0,0
"13106",1037942,83276,2373,0,5
"13107",1037942,84276,2466,0,0
"13108",1037942,85276,2630,0,0
"13109",1037942,86276,2583,0,0
"13110",1037942,87276,2476,0,6
"13111",1037942,88276,2467,0,0
"13112",1037942,89276,2478,0,0
"13113",1037942,90276,2810,0,0
"13114",1037942,91276,2451,0,1
"13115",1037942,92276,1882,5,0
"13116",1037942,93276,1730,36,0
"13117",1037942,94276,1754,43,0
"13118",1037942,95276,1605,26,0
"13119",1037942,96276,1499,19,0
"13120",1037942,97276,1360,26,0
"13121",1037942,98276,1109,41,5
"13122",1037942,99276,1061,59,5
"13123",1037942,100276,1057,68,3
"13124",1037942,101276,1254,32,1
"13125",1037942,102276,1509,13,1
"13126",1037942,103276,1560,8,1
"13127",1037942,104276,1784,4,0
"13128",1037942,105276,2118,0,0
"13129",1037942,106276,2162,0,0
"13130",1037942,107276,1930,5,0
"13131",1037942,108276,1769,25,0
"13132",1037942,109276,1669,26,0
"13133",1037942,110276,1464,32,0
"13134",1037942,111276,1094,40,0
"13135",1037942,112276,853,52,0
"13136",1037942,113276,654,32,2
"13137",1037942,114276,1232,71,0
"13138",1037942,115276,1074,65,0
"13139",1037942,116276,782,58,0
"13140",1037942,117276,617,23,1
"13141",1037942,118276,710,59,0
"13142",1037942,119276,630,56,0
"13143",1037942,120276,601,52,0
"13144",1037942,121276,570,5,0
"13145",1037942,122276,572,3,0
"13146",1037942,123276,565,0,0
"13147",1037942,124276,560,17,0
"13148",1037942,125276,555,26,3
"13149",1037942,126276,550,11,5
"13150",1037942,127276,550,14,0
"13151",1037942,128276,580,48,0
"13152",1037942,129276,575,61,2
"13153",1037942,130276,569,6,0
"13154",1037942,131276,590,33,0
"13155",1037942,132276,665,64,0
"13156",1037942,133276,739,62,0
"13157",1037942,134276,736,15,0
"13158",1037942,135276,722,42,0
"13159",1037942,136276,653,8,0
"13160",1037942,137276,762,13,0
"13161",1037942,138276,853,30,0
"13162",1037942,139276,757,34,0
"13163",1037942,140276,722,10,0
"13164",1037942,141276,708,25,0
"13165",1037942,142276,746,36,0
"13166",1037942,143276,692,1,5
"13167",1037942,144276,810,24,0
"13168",1037942,145276,893,27,0
"13169",1037942,146276,908,54,0
"13170",1037942,147276,890,35,0
"13171",1037942,148276,849,42,0
"13172",1037942,149276,819,28,0
"13173",1037942,150276,767,55,0
"13174",1037942,151276,684,20,1
"13175",1037942,152276,659,34,1
"13176",1037942,153276,619,32,0
"13177",1037942,154276,602,45,0
"13178",1037942,155276,600,68,0
"13179",1037942,156276,556,4,0
"13180",1037942,157276,528,6,0
"13181",1037942,158276,520,19,6
"13182",1037942,159276,548,49,0
"13183",1037942,160276,507,2,0
"13184",1037942,161276,502,5,0
"13185",1037942,162276,495,0,0
"13186",1037942,163276,486,0,0
"13187",1037942,164276,480,16,0
"13188",1037942,165276,476,0,3
"13189",1037942,166276,474,31,0
"13190",1037942,167276,463,54,0
"13191",1037942,168276,458,8,0
"13192",1037942,169276,457,0,0
"13193",1037942,170276,449,12,0
"13194",1037942,171276,445,13,0
"13195",1037942,172276,440,0,0
"13196",1037942,173276,436,28,0
"13197",1037942,174276,430,42,0
"13198",1037942,175276,426,35,0
"13199",1037942,176276,427,12,8
"13200",1037942,177276,455,18,2
"13201",1037942,178276,574,23,0
"13202",1037942,179276,729,73,0
"13203",1037942,180276,886,74,0
"13204",1037942,181276,1054,50,0
"13205",1037942,182276,782,93,0
"13206",1037942,183276,537,19,0
"13207",1037942,184276,569,0,0
"13208",1037942,185276,741,48,0
"13209",1037942,186276,1071,50,0
"13210",1037942,187276,994,42,0
"13211",1037942,188276,913,64,0
"13212",1037942,189276,768,51,1
"13213",1037942,190276,650,53,1
"13214",1037942,191276,849,59,0
"13215",1037942,192276,808,57,0
"13216",1037942,193276,632,15,0
"13217",1037942,194276,655,33,0
"13218",1037942,195276,645,56,0
"13219",1037942,196276,694,63,0
"13220",1037942,197276,706,51,0
"13221",1037942,198276,589,74,0
"13222",1037942,199276,393,30,1
"13223",1037942,200276,344,15,4
"13224",1037942,201276,353,45,6
"13225",1037942,202276,312,27,3
"13226",1037942,203276,298,0,1
"13227",1037942,204276,295,5,3
"13228",1037942,205276,288,21,3
"13229",1037942,206276,287,13,3
"13230",1037942,207276,292,13,0
"13231",1037942,208276,292,11,0
"13232",1037942,209276,299,7,0
"13233",1037942,210276,283,2,0
"13234",1037942,211276,275,0,0
"13235",1037942,212276,259,1,22
"13236",1037942,213276,257,0,0
"13237",1037942,214276,253,16,4
"13238",1037942,215276,254,0,2
"13239",1038942,35276,4022,0,0
"13240",1038942,36276,3369,0,0
"13241",1038942,37276,2839,0,0
"13242",1038942,38276,2882,0,0
"13243",1038942,39276,2808,0,0
"13244",1038942,40276,2919,0,0
"13245",1038942,41276,3359,0,0
"13246",1038942,42276,3716,0,0
"13247",1038942,43276,3713,0,0
"13248",1038942,44276,3502,0,0
"13249",1038942,45276,3599,0,0
"13250",1038942,46276,3132,0,0
"13251",1038942,47276,3276,0,0
"13252",1038942,48276,3127,0,0
"13253",1038942,49276,2746,0,0
"13254",1038942,50276,2567,0,0
"13255",1038942,51276,2727,0,0
"13256",1038942,52276,2603,1,0
"13257",1038942,53276,2278,6,1
"13258",1038942,54276,2172,28,0
"13259",1038942,55276,2095,32,0
"13260",1038942,56276,1826,57,0
"13261",1038942,57276,1603,76,1
"13262",1038942,58276,1660,68,0
"13263",1038942,59276,1911,68,0
"13264",1038942,60276,2098,34,0
"13265",1038942,61276,2150,54,0
"13266",1038942,62276,2047,67,0
"13267",1038942,63276,1839,68,0
"13268",1038942,64276,2109,42,0
"13269",1038942,65276,2380,0,0
"13270",1038942,66276,2298,16,0
"13271",1038942,67276,2373,0,0
"13272",1038942,68276,2473,0,0
"13273",1038942,69276,1914,35,0
"13274",1038942,70276,1380,31,1
"13275",1038942,71276,1347,38,0
"13276",1038942,72276,659,78,2
"13277",1038942,73276,598,79,0
"13278",1038942,74276,678,19,15
"13279",1038942,75276,1032,63,0
"13280",1038942,76276,1306,76,0
"13281",1038942,77276,1216,57,0
"13282",1038942,78276,1281,38,1
"13283",1038942,79276,1358,22,1
"13284",1038942,80276,1558,16,1
